Contract_ID,Product_Type,Premium,Expense_Ratio,Loss_Ratio_Old,Loss_Ratio_New,CSM_Old,CSM_New
POL-00031,건강보험,1298706.3618258461,0.1473761490275619,0.6698286926630591,0.9,237397.23500735316,-61527.706140904054
POL-00032,종신보험,1346624.8816696214,0.1020634873687311,0.6630637288959244,0.9,316285.5346050229,-2778.7434337443
POL-00033,상해보험,1400874.795480704,0.1459426427941552,0.6941642737737395,0.9,223990.1905517297,-64359.890328105226
POL-00034,상해보험,749382.995524551,0.13045408275105067,0.6795608924819473,0.9,142371.54696470202,-22821.771757934923
POL-00035,건강보험,1069606.107232473,0.1403657150384526,0.655707684197443,0.9,218121.1376044444,-43175.415327934614
POL-00036,종신보험,1425791.34067545,0.11919374767171388,0.6214682691673508,0.9,369761.8506990973,-27366.279225439263
POL-00037,건강보험,1954728.2969506772,0.12359214874188068,0.6450874231402239,0.9,452168.5865047952,-46116.240731623526
POL-00038,건강보험,1591446.706549533,0.1434425375900582,0.6693382244194477,0.9,297949.43970268505,-69136.48337185245
POL-00039,암보험,1883905.6356409367,0.12074239849049115,0.6837962174836084,0.9,368230.8029165712,-39076.721412946375
POL-00040,암보험,1643318.0874712656,0.12673297833745426,0.6959736224422387,0.9,291349.4497279945,-43930.786833916136
POL-00041,암보험,1387575.4533386007,0.10100974615421665,0.6605452766137917,0.9,330860.39737899316,-1401.0989776941087
POL-00042,상해보험,788035.0537045168,0.10792990029190212,0.6526919367304432,0.9,188638.38351778465,-6249.039402400571
POL-00043,종신보험,1500028.4778387696,0.13208432539874,0.6017691923121148,0.9,399227.30271032953,-48127.40179035575
POL-00044,종신보험,1435069.3489398607,0.13584884505319386,0.607209906915018,0.9,368728.50952877355,-51445.578730732894
POL-00045,종신보험,1403703.7556858996,0.12913004683922497,0.61561049976374,0.9,358308.65340774786,-40889.95615152628
POL-00046,종신보험,1234678.8019823611,0.10716550181378054,0.6054759931189628,0.9,354795.45477588265,-8847.09319504102
POL-00047,암보험,1292984.9059839135,0.12227027142889174,0.6400863238804926,0.9,307269.33527159283,-28795.124809721852
POL-00048,상해보험,1001663.7906771561,0.1177547383181595,0.6336878545138872,0.9,248970.95466473742,-17784.27848624862
POL-00049,상해보험,1278969.0389634548,0.12478306720175442,0.6637354157868393,0.9,270478.3125706119,-31696.77564159459
POL-00050,암보험,796333.8585177173,0.14351645172770472,0.6535665107933403,0.9,161589.7074146005,-34653.62391332311
POL-00051,상해보험,1707761.596040565,0.13879307193293258,0.6595970759387859,0.9,344301.5628480963,-66249.31843950144
POL-00052,암보험,778665.4320480616,0.10419947506945795,0.6471977202937653,0.9,193578.4102808556,-3269.9860693345577
POL-00053,종신보험,627449.4348341996,0.14451545988872821,0.6277737148554257,0.9,142877.02861240983,-27931.200148567015
POL-00054,암보험,1154369.0395357362,0.12358835755749117,0.6952825314946477,0.9,209089.83783684426,-27229.669657866638
POL-00055,종신보험,1487461.1592590928,0.13719310724429992,0.6086409159760139,0.9,378062.0184649317,-55323.302418054154
POL-00056,종신보험,1156575.237400312,0.10700196156321762,0.6938890999465307,0.9,230284.46780288697,-8098.295357246302
POL-00057,건강보험,915131.197926963,0.1335359762853524,0.6311238046864734,0.9,215367.17655964685,-30689.818151664793
POL-00058,암보험,1337256.7758356612,0.1118163008804729,0.6512661445367297,0.9,316819.6051802609,-15801.4284177253
POL-00059,건강보험,1020503.5031182999,0.12191904485704658,0.6108842322827546,0.9,272675.1917005624,-22368.46206162321
POL-00060,암보험,1899301.5351899497,0.10084314350410523,0.6070931068371009,0.9,554717.1281002803,-1601.3837517325314
POL-00061,암보험,1883967.7094053582,0.1075805318965238,0.6429545448718602,0.9,469983.8599976511,-14281.477313168254
POL-00062,건강보험,1253557.729958143,0.10460402465618099,0.6741697376379678,0.9,277319.86034572736,-5771.410696673588
POL-00063,건강보험,991825.9910273878,0.11198720864691293,0.6269364777548548,0.9,258942.27346834377,-11889.225095876513
POL-00064,암보험,1605698.6209349586,0.10500090450121612,0.6562347888935319,0.9,383383.51784454467,-8029.94546103018
POL-00065,상해보험,555069.4152246,0.13459550133097808,0.6278650340522818,0.9,131850.89171757852,-19202.904693187887
POL-00066,종신보험,1212153.5090654767,0.10145199511046098,0.638861306089304,0.9,314780.14320833434,-1760.0409682912145
POL-00067,건강보험,1004485.0914055003,0.13088702503124988,0.6906446318473825,0.9,179268.78995325518,-31025.556161759036
POL-00068,종신보험,1880803.827653832,0.10703539154127872,0.6855839625494919,0.9,390042.3126074025,-13232.191339880459
POL-00069,상해보험,518004.54090902384,0.14725807285889483,0.6516017543417629,0.9,104191.522869285,-24479.89633551703
POL-00070,상해보험,1329222.3135775235,0.1466547036554927,0.6238105627472078,0.9,305102.6896386029,-62014.473132227795
POL-00071,상해보험,1610995.371599939,0.11127515512604813,0.6193183912733022,0.9,434012.54982980026,-18164.222722134902
POL-00072,건강보험,1227526.981286062,0.13072106491115149,0.6954087353035714,0.9,213430.36147802573,-37710.93607227897
POL-00073,상해보험,628104.5452440825,0.10140026597362292,0.6202716596510687,0.9,174819.12858416422,-879.5134225832015
POL-00074,건강보험,1958692.0850418534,0.1465894271525587,0.6808168310912539,0.9,338057.9959056019,-91254.3422103508
POL-00075,상해보험,1277015.647064147,0.1261493654095855,0.6368970209535537,0.9,302593.4722426637,-33393.14878883867
POL-00076,종신보험,1421279.3664785172,0.10216115757088895,0.6985659847558238,0.9,283222.40091025346,-3071.6086632133292
POL-00077,종신보험,854914.674061261,0.11712499965040687,0.6368155740362788,0.9,210359.81424634802,-14640.41349442682
POL-00078,암보험,1225247.1276602056,0.10384247309306172,0.6351516624910726,0.9,319796.68567800854,-4707.97912038552
POL-00079,종신보험,1143724.2379374828,0.11964722196866799,0.6637463628877622,0.9,247738.00709244935,-22471.003973703395
POL-00080,암보험,612343.7630029756,0.13349631710806614,0.6961516806626818,0.9,104313.98608015146,-20511.260864694184
POL-00081,종신보험,659240.5303212008,0.12349449540207198,0.6976209605796433,0.9,117927.94166488023,-15488.523608490963
POL-00082,건강보험,1756208.779428162,0.11918610873597273,0.6707206146466985,0.9,368967.6568941821,-33694.8126051787
POL-00083,종신보험,859729.9283098853,0.10595785227702324,0.6754606365636353,0.9,187921.06691888702,-5122.143911006098
POL-00084,암보험,792437.4072479459,0.11224695228468282,0.6563402175973028,0.9,183380.1831026287,-9704.943115163376
POL-00085,암보험,1257367.176875209,0.10500716438691757,0.6755775739132331,0.9,275885.5481668747,-6295.844149328656
POL-00086,상해보험,1653120.6970437693,0.14037493658283304,0.6859779654970496,0.9,287059.61155333207,-66744.64330691096
POL-00087,건강보험,592919.7778684818,0.10676199139923613,0.6486095303195023,0.9,145045.06300283034,-4009.318438383684
POL-00088,종신보험,1365211.8794573839,0.12976866832744466,0.6619862262830103,0.9,284298.6917166618,-40640.53963625425
POL-00089,상해보험,678815.6642608601,0.11713702067944229,0.6537316695233047,0.9,155537.9222629832,-11632.878075967728
POL-00090,종신보험,554691.5762384277,0.11129891923275918,0.6562470613528677,0.9,128940.28643191668,-6267.41531900989
POL-00091,종신보험,579115.928243326,0.13197342197460518,0.6890047909873941,0.9,103674.36837629082,-18516.317945939052
POL-00092,상해보험,1751246.162312662,0.12285011546884703,0.635561683020557,0.9,423080.41075544915,-40016.177023219585
POL-00093,상해보험,676958.7254420924,0.12000727336422795,0.6208184025600624,0.9,175450.32009360823,-13544.098276219293
POL-00094,상해보험,567727.0466184379,0.12964260024461108,0.6456280110273629,0.9,127584.95215092908,-16828.905890964044
POL-00095,상해보험,1156849.8307143683,0.12456338142450003,0.6208085190481265,0.9,294566.4738333633,-28416.14364270535
POL-00096,상해보험,1765990.2079130372,0.11517421042757804,0.6498400425662019,0.9,414982.528212115,-26797.507027914762
POL-00097,종신보험,893612.564733953,0.1279530643882626,0.6903508105357058,0.9,162365.94033141373,-24979.20956016868
POL-00098,상해보험,1132568.9262888746,0.13347492882753473,0.6617433520482477,0.9,231929.41175210493,-37912.664199797524
POL-00099,건강보험,559883.7988456269,0.10133465792934272,0.6855432853303077,0.9,119323.58674558015,-747.2533516398541
POL-00100,암보험,1173617.7712023137,0.12329358644538377,0.6166190919615512,0.9,305243.10268603236,-27337.76700733975
POL-00101,상해보험,1366419.6209557005,0.10288416422917719,0.6900873592537177,0.9,282887.772409539,-3940.9785928063184
POL-00102,상해보험,1356360.5806282172,0.10932027070340555,0.6601787164407116,0.9,312642.48763259745,-12641.647782883349
POL-00103,종신보험,998640.0382615477,0.12802543670389865,0.603175978874048,0.9,268433.02863188926,-27987.323182277956
POL-00104,상해보험,973299.7709947033,0.14330944576327903,0.6633118955285037,0.9,188215.40423597078,-42153.07364330703
POL-00105,상해보험,659935.4284048969,0.14414028395942424,0.6951396956260918,0.9,106064.83552547624,-29129.73720467645
POL-00106,상해보험,1050197.4809694025,0.10349720050693156,0.6079167000475362,0.9,303072.39468048344,-3672.751162824469
POL-00107,종신보험,649242.003309447,0.12095525431433533,0.6582456130469572,0.9,143352.07120334276,-13605.031290898018
POL-00108,상해보험,1649893.9170680775,0.12915032415022756,0.6915478602869715,0.9,295828.9748163277,-48094.94249602317
POL-00109,암보험,1949411.4466222788,0.10735349522751718,0.6009695168334375,0.9,568598.4590046833,-14334.98776920433
POL-00110,종신보험,1955111.6850000604,0.13827161083723857,0.6630912926465823,0.9,388357.7084732666,-74825.27355166012
POL-00111,암보험,1797606.6490630908,0.13721176292186194,0.6474902291830962,0.9,387021.1305221651,-66892.11245169844
POL-00112,종신보험,1401188.2240094286,0.14516705068533972,0.634698931864861,0.9,308449.1929545448,-63287.53953353504
POL-00113,상해보험,1551298.5458658198,0.10042430060417215,0.6627536489945376,0.9,367381.7024164835,-658.2169102622809
POL-00114,암보험,927808.704020621,0.11083421219945014,0.6052702094587417,0.9,263400.7886184978,-10052.076379856255
POL-00115,종신보험,1446155.6302589308,0.14135933571226608,0.67530630462874,0.9,265130.0164407699,-59812.0362040629
POL-00116,건강보험,1183474.3241598161,0.13352900254134675,0.6004479476919707,0.9,314831.4490335577,-39680.713622373136
POL-00117,상해보험,1223026.0096653989,0.14471949268492454,0.6306935743792352,0.9,274675.6604115112,-54693.10269270428
POL-00118,종신보험,1636664.8405627368,0.10285898272651334,0.6503958637684678,0.9,403839.1173209197,-4679.196508260606
POL-00119,건강보험,922877.5333958775,0.12984819828582214,0.6377022250566551,0.9,214522.49194461055,-27546.231610330615
POL-00120,종신보험,977059.4175417798,0.1284523287446837,0.6307475935205582,0.9,235275.98369553805,-27799.615750987923
POL-00121,건강보험,1886962.686692955,0.10178372081802663,0.6830835145468096,0.9,405947.49955165177,-3365.814627093721
POL-00122,상해보험,584336.4422764584,0.12567610384562417,0.6934832574271909,0.9,105671.77545284558,-15003.483172672928
POL-00123,암보험,1228451.4476200105,0.1304760155654962,0.6873712684905888,0.9,223765.7675892189,-37438.30543912381
POL-00124,건강보험,1869201.2006117925,0.10956465871010537,0.6522431313049999,0.9,445229.16488014144,-17878.271544371044
POL-00125,종신보험,1415544.5117272355,0.11366647915623315,0.6884164175193482,0.9,280160.46938783297,-19345.509564240532
POL-00126,상해보험,1319610.611318198,0.13201736731488684,0.6920861565181543,0.9,232114.85644339744,-42250.45765519714
POL-00127,건강보험,874616.2688440329,0.12341504737999792,0.6409238397047462,0.9,206113.04328957343,-20479.18137430005
POL-00128,종신보험,1014913.2335966724,0.14290068287841634,0.6283445859505445,0.9,232166.20391333682,-43540.47078363895
POL-00129,종신보험,1778072.6237070393,0.11711908830045942,0.609826520581332,0.9,485510.5376302812,-30438.982249870394
POL-00130,종신보험,1338827.1976526873,0.11333298291941006,0.6479091921049229,0.9,319655.46972982306,-17850.560158344946
POL-00131,건강보험,1272113.29063517,0.14924329701724215,0.6946296920438441,0.9,198611.2456425348,-62643.05261032899
POL-00132,건강보험,649369.5703100434,0.14555678850650416,0.6560907528070371,0.9,128804.05086716634,-29583.192177174147
POL-00133,건강보험,524042.2346826847,0.101449637249949,0.6667562101786171,0.9,121469.92569991341,-759.6711439425478
POL-00134,암보험,1945527.7830305737,0.1385364307653283,0.6112883818491848,0.9,486722.7776833448,-74973.69671278038
POL-00135,건강보험,1065479.2509302625,0.10551673869126016,0.6143519664142256,0.9,298474.0822463315,-5877.970608341894
POL-00136,건강보험,1404819.5931492564,0.10137425974146855,0.6464473261959672,0.9,354265.17704439623,-1930.5870108912784
POL-00137,건강보험,619572.6097809274,0.11368477579831744,0.6951264798983725,0.9,118455.30926874024,-8478.712255630426
POL-00138,암보험,1524671.4285845698,0.11346729395305521,0.6360784641591528,0.9,381860.4267741252,-20533.19831057307
POL-00139,건강보험,1898850.0630589414,0.14096593811734823,0.6877484041317533,0.9,325245.7820213858,-77788.17417739541
POL-00140,종신보험,1363497.8794961295,0.13553336229714175,0.6120288593425711,0.9,344198.37549896544,-48449.66414352052
POL-00141,건강보험,689172.9835631158,0.14908047136660071,0.661701720693371,0.9,130403.80124130195,-33824.934886404306
POL-00142,종신보험,1372582.291210215,0.1355756450155909,0.6600612976910518,0.9,280505.1134184408,-48830.500346781075
POL-00143,종신보험,1649520.8196569786,0.1209127776628024,0.6859874750070268,0.9,318522.0534916188,-34496.062151649996
POL-00144,종신보험,1109624.804861028,0.13494638304726084,0.6003316704404901,0.9,293742.0382410859,-38777.373469415565
POL-00145,암보험,1819756.6219122019,0.1499729533593201,0.6189931667197572,0.9,420425.4328721675,-90938.6127921324
POL-00146,암보험,1473024.4300360468,0.1355070941281264,0.6219687625429482,0.9,357243.9879970709,-52302.81709031967
POL-00147,암보험,1848873.3774338039,0.1380840677990159,0.6949966088090737,0.9,308612.6931985668,-70412.61905798457
POL-00148,건강보험,1435257.966871006,0.14691825075951298,0.6153693656269895,0.9,341178.59240516904,-67339.79319424267
POL-00149,종신보험,696931.9580072364,0.10568256306558417,0.603696235022056,0.9,202543.2032871973,-3960.3598037971947
POL-00150,암보험,964537.5666577837,0.13523921467238634,0.6534461494741808,0.9,203820.90466524582,-33989.546371034805
POL-00151,암보험,802692.4223786853,0.14254029789837244,0.6528558462433681,0.9,164233.96468688562,-34146.77476875549
POL-00152,건강보험,1863239.7465752934,0.14771893001104464,0.6844046965367864,0.9,312793.93152699864,-88911.807060623
POL-00153,암보험,1640600.100931224,0.11054846448558497,0.6948859650177801,0.9,319204.2945945204,-17305.811899720175
POL-00154,건강보험,1514597.553365009,0.12519645038621222,0.6538545442140131,0.9,334648.82299693086,-38162.482108439886
POL-00155,상해보험,951449.4794474326,0.1340277423822241,0.6929994182419655,0.9,164574.91798265916,-32375.67777633847
POL-00156,암보험,776067.1580753203,0.11237338647506688,0.6725159151299829,0.9,166940.3483749664,-9602.578877472775
POL-00157,상해보험,1634676.6319833677,0.1300236431625137,0.6264559127995585,0.9,398077.17927901406,-49078.947884768386
POL-00158,건강보험,1211236.9188186196,0.11287893912489998,0.6928420710943926,0.9,235317.88497317818,-15599.446543296444
POL-00159,종신보험,838684.3282259437,0.11667285102658237,0.6667443176181874,0.9,181644.6264204341,-13983.25886284049
POL-00160,암보험,1424932.9672479127,0.12207593482554326,0.6414095932742634,0.9,337017.2682418156,-31456.727315732915
POL-00161,건강보험,560500.778207678,0.12645950493732835,0.6680242084516931,0.9,115192.03857980568,-14830.573108362452
POL-00162,종신보험,989255.3811923803,0.12246829358125753,0.640131282774375,0.9,234849.64658754127,-22226.880331469256
POL-00163,종신보험,1202835.491886702,0.12465977598939645,0.6114183767987958,0.9,317454.56491066166,-29661.653782021593
POL-00164,상해보험,721937.5011641087,0.11492943781441463,0.6718978747176899,0.9,153897.35730700998,-10778.121029523465
POL-00165,건강보험,1976981.7163862593,0.10794825470113154,0.6824087612170744,0.9,414460.3464983625,-15713.554221318222
POL-00166,종신보험,813646.0468844214,0.10236749886634197,0.6728806199019387,0.9,182868.47969402542,-1926.3060936025124
POL-00167,암보험,695529.6950648983,0.10979893612458339,0.6229114667756677,0.9,185907.85196480795,-6815.451054691914
POL-00168,암보험,805302.3108303447,0.12909718207528914,0.6956635013477612,0.9,141120.62658774786,-23432.027963881646
POL-00169,상해보험,1653591.6997395863,0.13930577239015662,0.6025254561691156,0.9,426905.73758635385,-64995.69897621643
POL-00170,종신보험,1138258.4889077642,0.10846237987214473,0.633268529737564,0.9,293976.9845592357,-9632.375725830963
POL-00171,건강보험,1348123.909628807,0.10542776788863242,0.6260092434534895,0.9,362056.18625105557,-7317.303666580868
POL-00172,암보험,531513.7354795411,0.1374645180274625,0.6048126227614851,0.9,136983.23961773433,-19912.905924717223
POL-00173,종신보험,551646.9628599718,0.11525791652686448,0.6405729692988669,0.9,134695.15025844498,-8416.983311615775
POL-00174,종신보험,1168738.3247405244,0.14757497196136762,0.6623114840162774,0.9,222192.98495117112,-55602.69302970624
POL-00175,상해보험,1724982.8648024353,0.13571589853051866,0.6882552863485101,0.9,303646.68979515124,-61609.3129661672
POL-00176,암보험,1827858.3180613478,0.11633780236215155,0.698968971619147,0.9,337593.0494678681,-29863.187946501086
POL-00177,암보험,630059.8513934603,0.11447713738968525,0.6808089586404398,0.9,128982.01191343454,-9121.46303234781
POL-00178,건강보험,1307544.653151534,0.12618491931356546,0.6468680518712825,0.9,296743.37407587917,-34237.95124165688
POL-00179,암보험,1869844.5294189057,0.10395723341391047,0.672370442596703,0.9,418232.4713939675,-7399.411250634237
POL-00180,건강보험,1081959.1315968295,0.10588382563226495,0.684362378858964,0.9,226945.03443780888,-6366.0588715525755
POL-00181,암보험,1744348.7471425529,0.10879289406580964,0.6465307196418681,0.9,426800.94788437954,-15337.873747452266
POL-00182,상해보험,700543.4815991543,0.138736179665228,0.6785054434025499,0.9,128030.18966750942,-27136.3781665292
POL-00183,암보험,1903091.734501698,0.12569286796345613,0.6482652418312876,0.9,430178.4529007635,-48895.88465689689
POL-00184,건강보험,1627134.9762969539,0.10052835613872216,0.6386495990876723,0.9,424392.67164042377,-859.7067532560648
POL-00185,건강보험,1912001.5891803524,0.13367582637360545,0.6526090837783761,0.9,408623.591421233,-64388.23354329529
POL-00186,상해보험,1514925.8503287598,0.12118450893302485,0.6675854737627145,0.9,319997.81357961573,-32092.960209159908
POL-00187,암보험,1045105.8979991406,0.1255426182481899,0.6726882056318597,0.9,210870.15599738748,-26694.74098152377
POL-00188,암보험,1907271.7587870837,0.11070581217064678,0.6356736268892107,0.9,483723.33332887234,-20418.893207953683
POL-00189,상해보험,913350.1644637678,0.1275891114197052,0.6571320251556034,0.9,196624.98531451487,-25198.51945259697
POL-00190,암보험,998258.7830925988,0.14895766198757443,0.6909870874080447,0.9,159776.55969591017,-48872.416078774855
POL-00191,암보험,1551212.6270026106,0.10367223455028808,0.6976312900110639,0.9,308220.48164134484,-5696.4166037221585
POL-00192,건강보험,1647974.4492880795,0.11419586998322154,0.6227248091183955,0.9,433547.9989765947,-23394.431017764728
POL-00193,암보험,1894105.2257737308,0.11214987964304149,0.6192831165713342,0.9,508694.1653407445,-23013.150524406796
POL-00194,암보험,807203.6135843142,0.11242746553755899,0.6676685633428648,0.9,177507.28012926254,-10031.495089612165
POL-00195,상해보험,1696997.052828836,0.11893531787826886,0.6414683885823443,0.9,406594.2040050521,-32133.17863379946
POL-00196,상해보험,1607819.0800954453,0.14090548923720836,0.6024222338418137,0.9,412682.5841650901,-65768.62607622251
POL-00197,종신보험,595691.8343803968,0.14564293449821936,0.6346861870647283,0.9,130856.14853612083,-27189.123377748594
POL-00198,건강보험,1080834.7118153104,0.11011075437294868,0.6806744743472252,0.9,226126.587023737,-10928.054288921398
POL-00199,암보험,924148.185590148,0.12714749689740565,0.6797426930383182,0.9,178462.08059055885,-25088.31000105162
POL-00200,암보험,956735.6365310457,0.131844948608274,0.6494685148816581,0.9,209225.20270872954,-30467.197177035487
POL-00201,종신보험,1974420.3193320513,0.12609137371819223,0.6472577934887535,0.9,447504.00966013764,-51515.33842848505
POL-00202,암보험,1464166.120219892,0.12170381970984598,0.6579507442434377,0.9,322622.32220468094,-31777.997498517238
POL-00203,건강보험,1576514.2366902493,0.1095987752929619,0.6219396710563576,0.9,423233.46133428096,-15132.60590414509
POL-00204,종신보험,1964926.4559725136,0.12441096795996193,0.6526043624890955,0.9,438148.4764769357,-47965.756760426615
POL-00205,건강보험,1065802.673686458,0.12006074138556644,0.6011046360056648,0.9,297182.6862927803,-21380.791804869314
POL-00206,종신보험,1702760.252679209,0.13977816812511348,0.6475559554783133,0.9,362119.0014292743,-67732.68360783433
POL-00207,종신보험,1151796.4449567432,0.13818021795814975,0.6336051046250593,0.9,262856.8541356098,-43975.839311870506
POL-00208,상해보험,1804300.5077224697,0.10669993406028354,0.6674869605903659,0.9,407434.70063222066,-12088.694426676697
POL-00209,건강보험,770986.3119669547,0.10442595262815338,0.6638353584152628,0.9,178667.35713869386,-3412.3488937204415
POL-00210,암보험,1921529.2655964193,0.14540769716137514,0.6380835880182809,0.9,416027.8317839601,-87252.21897892182
POL-00211,암보험,828157.5626163195,0.12677541944822487,0.6007272981478591,0.9,225670.68521519797,-22174.266108271528
POL-00212,건강보험,989330.7604713973,0.14289004686412954,0.625227362939496,0.9,229408.57929905652,-42432.44268074317
POL-00213,암보험,1634288.3511601707,0.10290755602832007,0.6633347850189162,0.9,382027.4190209738,-4751.7849474290515
POL-00214,암보험,1090632.71234811,0.1263257808260815,0.6072373343017504,0.9,290584.78241771384,-28711.757747031166
POL-00215,건강보험,1412317.06514967,0.1269713257288118,0.6107642421833464,0.9,370400.5330194457,-38092.06359651132
POL-00216,종신보험,1166860.2516041426,0.1430351016271075,0.6647035024567087,0.9,224342.18081252187,-50215.94951241653
POL-00217,건강보험,1613554.9056346728,0.10488049991148538,0.6755767400949292,0.9,354244.29738422536,-7874.954574126849
POL-00218,종신보험,842496.8785529162,0.11202227818379547,0.6321549708012711,0.9,215529.86919290127,-10128.731842942523
POL-00219,암보험,587686.9808553155,0.12032691569435065,0.6489673065516561,0.9,135582.78199412167,-11945.863714513476
POL-00220,암보험,949894.0962095994,0.14329207377099712,0.6945711364983658,0.9,154012.7793435094,-41122.88528774063
POL-00221,암보험,1211462.9973026454,0.14694416575352834,0.6945543562175969,0.9,192018.67564976006,-56871.119749641664
POL-00222,상해보험,752030.0782890179,0.14963623097968137,0.6307502774463429,0.9,165155.95126170153,-37327.93866962157
POL-00223,종신보험,1032195.934484583,0.14795967432292606,0.680998787501709,0.9,176548.38033260134,-49503.78085532895
POL-00224,상해보험,1099974.5274403528,0.10029708779221773,0.6593944052806858,0.9,264333.2363470296,-326.7890038530186
POL-00225,상해보험,586087.7655324104,0.10238541707269361,0.6975484493350379,0.9,117256.31319580134,-1398.0637619978727
POL-00226,건강보험,1374960.8722763069,0.10738034095787943,0.6477613569711096,0.9,336670.5845996527,-10147.68004114249
POL-00227,상해보험,1826515.1419569312,0.11744310483851365,0.6774706868015561,0.9,374593.06497594673,-31860.095110287442
POL-00228,건강보험,727614.3694295787,0.14149590154934794,0.6768137129614871,0.9,132200.53526911585,-30193.01423974069
POL-00229,건강보험,1396712.0201022709,0.144632809766774,0.6497432867633076,0.9,287197.37759678403,-62339.18189219132
POL-00230,상해보험,1497108.8073662694,0.10934172031472916,0.6795630114297307,0.9,316032.58529871434,-13985.571759133461
POL-00231,종신보험,1129002.0206289324,0.13098320758098542,0.6261040333306996,0.9,274248.9958472566,-34980.103964498216
POL-00232,종신보험,1551646.381046405,0.14586809925326383,0.6122253036290228,0.9,375353.4959689506,-71171.07021180417
POL-00233,종신보험,1116097.3152365182,0.12318658679656604,0.6425163744655316,0.9,261498.29590323937,-25878.487273145878
POL-00234,종신보험,1256955.9319661525,0.1051771785976392,0.6943630656633584,0.9,251969.0790966251,-6507.485349150825
POL-00235,종신보험,511029.5668316405,0.12289068250423124,0.6500744608202529,0.9,116021.52446257246,-11697.815564617915
POL-00236,상해보험,1537580.1712020333,0.11878974511440286,0.6635259138646926,0.9,334707.12633492413,-28890.73950984616
POL-00237,상해보험,1492014.0184170867,0.12888289980330034,0.6624162455907875,0.9,311384.6007276472,-43093.691399060255
